movie_title,person_name,production_budget,domestic_gross,roi_domestic,worldwide_gross,roi_worldwide,movie_id
The Lovely Bones,Aimée Peyronnet,95000000.0,44114232.0,0.4643603368421052,94894448.0,0.9988889263157896,7980
The Lovely Bones,Philippa Boyens,95000000.0,44114232.0,0.4643603368421052,94894448.0,0.9988889263157896,7980
The Lovely Bones,Peter Jackson,95000000.0,44114232.0,0.4643603368421052,94894448.0,0.9988889263157896,7980
The Lovely Bones,Fran Walsh,95000000.0,44114232.0,0.4643603368421052,94894448.0,0.9988889263157896,7980
True Grit,Joel Coen,35000000.0,171243005.0,4.892657285714286,252276928.0,7.207912228571429,44264
True Grit,Ethan Coen,35000000.0,171243005.0,4.892657285714286,252276928.0,7.207912228571429,44264
True Grit,Scott Rudin,35000000.0,171243005.0,4.892657285714286,252276928.0,7.207912228571429,44264
I Spit on Your Grave,Paul Hertzberg,1750000.0,93051.0,0.053172,1278471.0,0.7305548571428572,43947
I Spit on Your Grave,Lisa M. Hansen,1750000.0,93051.0,0.053172,1278471.0,0.7305548571428572,43947
Kick-Ass,Tarquin Pack,28000000.0,48071303.0,1.71683225,97531134.0,3.4832547857142857,23483
Kick-Ass,David Reid,28000000.0,48071303.0,1.71683225,97531134.0,3.4832547857142857,23483
Kick-Ass,Brad Pitt,28000000.0,48071303.0,1.71683225,97531134.0,3.4832547857142857,23483
Kick-Ass,Adam Bohling,28000000.0,48071303.0,1.71683225,97531134.0,3.4832547857142857,23483
Kick-Ass,Kris Thykier,28000000.0,48071303.0,1.71683225,97531134.0,3.4832547857142857,23483
Kick-Ass,Matthew Vaughn,28000000.0,48071303.0,1.71683225,97531134.0,3.4832547857142857,23483
Salt,Sunil Perkash,130000000.0,118311368.0,0.9100874461538462,290650494.0,2.2357730307692307,27576
Salt,Lorenzo di Bonaventura,130000000.0,118311368.0,0.9100874461538462,290650494.0,2.2357730307692307,27576
Tooth Fairy,Mark Ciardi,48000000.0,60022256.0,1.2504636666666666,112610386.0,2.346049708333333,23023
Tooth Fairy,Jason Blum,48000000.0,60022256.0,1.2504636666666666,112610386.0,2.346049708333333,23023
Tooth Fairy,Gordon Gray,48000000.0,60022256.0,1.2504636666666666,112610386.0,2.346049708333333,23023
Machete,Robert Rodriguez,12500000.0,26593646.0,2.12749168,46370970.0,3.7096776,23631
Machete,Elizabeth Avellan,12500000.0,26593646.0,2.12749168,46370970.0,3.7096776,23631
Machete,Rick Schwartz,12500000.0,26593646.0,2.12749168,46370970.0,3.7096776,23631
Date Night,Shawn Levy,55000000.0,98711404.0,1.7947528,152269033.0,2.768527872727273,35056
Due Date,Todd Phillips,65000000.0,100539043.0,1.5467545076923075,211739043.0,3.2575237384615385,41733
Due Date,Daniel Goldberg,65000000.0,100539043.0,1.5467545076923075,211739043.0,3.2575237384615385,41733
Repo Men,Mary Parent,32000000.0,13942007.0,0.43568771875,18195238.0,0.5686011875,31867
Repo Men,Scott Stuber,32000000.0,13942007.0,0.43568771875,18195238.0,0.5686011875,31867
The Karate Kid,Ken Stovitz,40000000.0,176591618.0,4.41479045,351774938.0,8.79437345,38575
The Karate Kid,James Lassiter,40000000.0,176591618.0,4.41479045,351774938.0,8.79437345,38575
The Karate Kid,Jerry Weintraub,40000000.0,176591618.0,4.41479045,351774938.0,8.79437345,38575
